OPEID;INSTNM;CITY;STABBR;ZIP;INSTURL;REGION;LOCALE;ADM_RATE;COSTT4_A
100200;Alabama A & M University;Normal;AL;35762;www.aamu.edu/;5;12.0;0.9027;22886.0
105200;University of Alabama at Birmingham;Birmingham;AL;35294-0110;www.uab.edu;5;12.0;0.9181;24129.0
2503400;Amridge University;Montgomery;AL;36117-3553;www.amridgeuniversity.edu;5;12.0;;15080.0
105500;University of Alabama in Huntsville;Huntsville;AL;35899;www.uah.edu;5;12.0;0.8123;22108.0
100500;Alabama State University;Montgomery;AL;36104-0271;www.alasu.edu;5;12.0;0.9787;19413.0
105100;The University of Alabama;Tuscaloosa;AL;35487-0166;www.ua.edu/;5;12.0;0.5329999999999999;28836.0
100700;Central Alabama Community College;Alexander City;AL;35010;www.cacc.edu;5;32.0;;10045.0
100800;Athens State University;Athens;AL;35611;www.athens.edu;5;31.0;;
831000;Auburn University at Montgomery;Montgomery;AL;36117-3596;www.aum.edu;5;12.0;0.8254;19892.0
100900;Auburn University;Auburn;AL;36849;www.auburn.edu;5;13.0;0.8393;30458.0
101200;Birmingham Southern College;Birmingham;AL;35254;www.bsc.edu/;5;12.0;0.6186;50400.0
1218200;Chattahoochee Valley Community College;Phenix City;AL;36869;www.cv.edu;5;41.0;;6854.0
1055400;Concordia College Alabama;Selma;AL;36701;www.ccal.edu/;5;32.0;;27620.0
1303906;South University-Montgomery;Montgomery;AL;36116;www.southuniversity.edu/montgomery#location=Montgomery,%20AL;5;12.0;;26613.0
101500;Enterprise State Community College;Enterprise;AL;36330-1300;www.escc.edu;5;32.0;;9289.0
106000;Coastal Alabama Community College;Bay Minette;AL;36507-2698;www.coastalalabama.edu;5;32.0;;12558.0
100300;Faulkner University;Montgomery;AL;36109-3390;www.faulkner.edu;5;12.0;0.5101;31720.0
101700;Gadsden State Community College;Gadsden;AL;35903;www.gadsdenstate.edu;5;13.0;;9701.0
4187200;New Beginning College of Cosmetology;Albertville;AL;35951;www.nbccosmetology.com;5;32.0;;
101800;George C Wallace Community College-Dothan;Dothan;AL;36303-9234;www.wallace.edu;5;13.0;;9298.0
787100;George C Wallace State Community College-Hanceville;Hanceville;AL;35077-2000;www.wallacestate.edu;5;32.0;;11408.0
569900;George C Wallace State Community College-Selma;Selma;AL;36703-2808;www.wccs.edu;5;32.0;;14571.0
962107;Herzing University-Birmingham;Birmingham;AL;35209;https://www.herzing.edu/;5;21.0;0.757;27797.0
101900;Huntingdon College;Montgomery;AL;36106-2148;www.huntingdon.edu;5;12.0;0.5598;34675.0
2199700;Heritage Christian University;Florence;AL;35630-9977;www.hcu.edu;5;13.0;1.0;
526000;J. F. Drake State Community and Technical College;Huntsville;AL;35811;www.drakestate.edu;5;12.0;;11514.0
3002500;J F Ingram State Technical College;Deatsville;AL;36022;www.istc.edu;5;21.0;;5496.0
102000;Jacksonville State University;Jacksonville;AL;36265;www.jsu.edu/;5;13.0;0.5402;20890.0
106010;Jefferson Davis Community College;Brewton;AL;36426;www.coastalalabama.edu;5;32.0;;11677.0
102200;Jefferson State Community College;Birmingham;AL;35215-3098;www.jeffersonstate.edu/;5;12.0;;13017.0
101300;John C Calhoun State Community College;Tanner;AL;35671;https://calhoun.edu/;5;41.0;;9907.0
102300;Judson College;Marion;AL;36756;www.judson.edu;5;43.0;0.507;30306.0
105900;Lawson State Community College;Birmingham;AL;35221-1717;www.lawsonstate.edu;5;12.0;;13685.0
102400;University of West Alabama;Livingston;AL;35470;www.uwa.edu;5;43.0;0.2821;19671.0
898800;Lurleen B Wallace Community College;Andalusia;AL;36420-1418;https://www.lbwcc.edu;5;41.0;;13663.0
102600;Marion Military Institute;Marion;AL;36756-3207;www.marionmilitary.edu;5;43.0;0.5587;18568.0
102800;Miles College;Fairfield;AL;35064-2621;www.miles.edu;5;21.0;;22346.0
102900;University of Mobile;Mobile;AL;36613-2842;www.umobile.edu;5;41.0;0.4702;35256.0
100400;University of Montevallo;Montevallo;AL;35115-6000;www.montevallo.edu;5;21.0;0.6445;23938.0
569700;Northwest-Shoals Community College;Muscle Shoals;AL;35661;https://www.nwscc.edu;5;13.0;;11386.0
101600;University of North Alabama;Florence;AL;35632-0001;www.una.edu;5;13.0;0.7022;18223.0
103100;Northeast Alabama Community College;Rainsville;AL;35986;https://www.nacc.edu;5;42.0;;8350.0
103300;Oakwood University;Huntsville;AL;35896;https://www2.oakwood.edu;5;12.0;0.4707;35577.0
106006;Alabama Southern Community College;Monroeville;AL;36460;www.coastalalabama.edu;5;41.0;;11265.0
569200;Reid State Technical College;Evergreen;AL;36401;www.rstc.edu;5;41.0;;8804.0
103000;Bishop State Community College;Mobile;AL;36603-5898;www.bishop.edu;5;12.0;;10349.0
103600;Samford University;Birmingham;AL;35229-2240;www.samford.edu;5;21.0;0.8319;44896.0
4067300;Selma University;Selma;AL;36701;selmauniversity.edu;5;32.0;;
569100;Shelton State Community College;Tuscaloosa;AL;35405-8522;www.sheltonstate.edu;5;12.0;;11414.0
103800;Snead State Community College;Boaz;AL;35957-0734;www.snead.edu;5;32.0;;10704.0
105700;University of South Alabama;Mobile;AL;36688-0002;www.southalabama.edu;5;12.0;0.8208;18857.0
104100;Spring Hill College;Mobile;AL;36608-1791;www.shc.edu;5;12.0;0.4568;50787.0
104400;Stillman College;Tuscaloosa;AL;35401;https://stillman.edu;5;12.0;0.4812;20205.0
104600;Talladega College;Talladega;AL;35160;www.talladega.edu;5;32.0;;22314.0
573400;H Councill Trenholm State Community College;Montgomery;AL;36108-3199;www.trenholmstate.edu;5;12.0;;11798.0
104700;Troy University;Troy;AL;36082-0001;www.troy.edu;5;33.0;0.8812;18585.0
105000;Tuskegee University;Tuskegee;AL;36088-1920;www.tuskegee.edu;5;32.0;0.5032;36673.0
2170600;United States Sports Academy;Daphne;AL;36526-7055;www.ussa.edu;5;13.0;;
573300;Bevill State Community College;Jasper;AL;35501;www.bscc.edu;5;32.0;;13164.0
1146200;University of Alaska Anchorage;Anchorage;AK;99508;www.uaa.alaska.edu;8;11.0;0.8283;19126.0
884300;Alaska Bible College;Palmer;AK;99645;www.akbible.edu/;8;32.0;;19560.0
106300;University of Alaska Fairbanks;Fairbanks;AK;99775;www.uaf.edu;8;23.0;0.767;17168.0
106500;University of Alaska Southeast;Juneau;AK;99801-8697;www.uas.alaska.edu;8;33.0;0.7105;19176.0
106100;Alaska Pacific University;Anchorage;AK;99508;www.alaskapacific.edu;8;11.0;0.86;32489.0
3160300;AVTEC-Alaska's Institute of Technology;Seward;AK;99664-0889;www.avtec.edu/;8;43.0;;
2576900;Charter College;Vancouver;WA;98683-7575;www.chartercollege.edu;8;12.0;;35332.0
2541000;Alaska Career College;Anchorage;AK;99507-1033;www.alaskacareercollege.edu;8;11.0;;
966403;Empire Beauty School-Tucson;Tucson;AZ;85716;www.empire.edu;6;11.0;;
108160;Thunderbird School of Global Management;Glendale;AZ;85306-6000;https://thunderbird.asu.edu/;6;21.0;;
2317800;American Institute of Trucking;Phoenix;AZ;85043-4380;www.ait-schools.com;6;11.0;;
2100600;Carrington College-Phoenix North;Phoenix;AZ;85051-4063;https://carrington.edu/;6;11.0;0.7062;
2100611;Carrington College-Mesa;Mesa;AZ;85210;https://carrington.edu/;6;11.0;0.5529999999999999;
2100607;Carrington College-Tucson;Tucson;AZ;85745;https://carrington.edu/;6;11.0;0.9451;
3120300;CollegeAmerica-Flagstaff;Flagstaff;AZ;86001;www.collegeamerica.edu;6;13.0;;31920.0
886400;Arizona Academy of Beauty-East;Tucson;AZ;85712;www.arizonaacademy.com;6;11.0;;
2306807;Platt College-Arizona Automotive Institute Arizona;Glendale;AZ;85301-3579;www.aai.edu;6;21.0;;
2218800;Brookline College-Phoenix;Phoenix;AZ;85021;www.brooklinecollege.edu;6;11.0;;
108100;Arizona State University-Tempe;Tempe;AZ;85287;www.asu.edu/;6;12.0;0.8415;24353.0
107100;Arizona Western College;Yuma;AZ;85365-8834;www.azwestern.edu;6;13.0;;14774.0
108300;University of Arizona;Tucson;AZ;85721-0066;www.arizona.edu;6;11.0;0.8358;26080.0
2491500;Southwest University of Visual Arts-Tucson;Tucson;AZ;85716;www.suva.edu;6;11.0;;31146.0
728300;Central Arizona College;Coolidge;AZ;85128-9030;www.centralaz.edu;6;41.0;;10643.0
2280500;Charles of Italy Beauty College;Lake Havasu City;AZ;86403;www.charlesofitaly.edu;6;13.0;;
107200;Cochise County Community College District;Sierra Vista;AZ;85635-2317;https://www.cochise.edu;6;13.0;;10987.0
1054207;Empire Beauty School-Flagstaff;Flagstaff;AZ;86004;www.empire.edu;6;13.0;;
1054208;Empire Beauty School-Chandler;Chandler;AZ;85224;www.empire.edu;6;21.0;;
2582700;Cortiva Institute-Tucson;Tucson;AZ;85710;www.cortiva.com/;6;11.0;;
1085800;Avalon School of Cosmetology-Mesa;Mesa;AZ;85210;avalon.edu/locations/mesa-az/;6;11.0;;
107300;Eastern Arizona College;Thatcher;AZ;85552-0769;www.eac.edu;6;33.0;;13128.0
147902;Embry-Riddle Aeronautical University-Prescott;Prescott;AZ;86301-3720;prescott.erau.edu/;6;41.0;0.7652;49912.0
2533200;School of Architecture at Taliesin;Scottsdale;AZ;85259;www.taliesin.edu;6;41.0;;
107600;Glendale Community College;Glendale;AZ;85302;www.gccaz.edu;6;21.0;;11472.0
107400;Grand Canyon University;Phoenix;AZ;85017;www.gcu.edu;6;11.0;0.6692;31051.0
830300;GateWay Community College;Phoenix;AZ;85034;www.gatewaycc.edu;6;11.0;;12967.0
107700;Mesa Community College;Mesa;AZ;85202;www.mesacc.edu;6;11.0;;12302.0
1186400;Mohave Community College;Kingman;AZ;86409-1238;https://www.mohave.edu;6;41.0;;12394.0
2100500;Universal Technical Institute of Arizona Inc-Motorcycle Mechanics Institute Division;Phoenix;AZ;85027;www.uti.edu/;6;11.0;;
824600;Dine College;Tsaile;AZ;86556;https://www.dinecollege.edu;6;43.0;;11187.0
108200;Northern Arizona University;Flagstaff;AZ;86011-4092;https://nau.edu/;6;13.0;0.8085;26314.0
1186200;Northland Pioneer College;Holbrook;AZ;86025-0610;www.npc.edu;6;41.0;;13336.0
193701;Ottawa University-Phoenix;Phoenix;AZ;85021;www.ottawa.edu;6;11.0;;
107800;Phoenix College;Phoenix;AZ;85013;www.phoenixcollege.edu;6;11.0;;11788.0
2623800;Cortiva Institute-Scottsdale;Scottsdale;AZ;85257;www.cortiva.com/;6;12.0;;
726600;Pima Community College;Tucson;AZ;85709-1275;www.pima.edu;6;11.0;;8821.0
2217100;Pima Medical Institute-Tucson;Tucson;AZ;85716;pmi.edu;6;11.0;;
2217103;Pima Medical Institute-Albuquerque;Albuquerque;NM;87110;pmi.edu;6;11.0;;
2065300;Prescott College;Prescott;AZ;86301;www.prescott.edu;6;13.0;0.9526;38882.0
1168900;Refrigeration School Inc;Phoenix;AZ;85034-1816;https://www.refrigerationschool.com;6;11.0;;
2177500;Rio Salado College;Tempe;AZ;85281;www.rio.maricopa.edu;6;12.0;;10784.0
2113800;Roberto-Venn School of Luthiery;Phoenix;AZ;85007;www.roberto-venn.com;6;11.0;;
3005000;Hair Academy of Safford;Safford;AZ;85546;hairacademysafford.com;6;41.0;;
830400;Scottsdale Community College;Scottsdale;AZ;85256;www.scottsdalecc.edu;6;41.0;;11892.0
2146600;South Mountain Community College;Phoenix;AZ;85042;www.southmountaincc.edu;6;11.0;;11292.0
711300;Arizona Christian University;Phoenix;AZ;85032-7097;www.arizonachristian.edu;6;11.0;0.6444;37675.0
822100;Universal Technical Institute of Arizona Inc;Avondale;AZ;85323;www.uti.edu;6;22.0;;
2171500;Western International University;Tempe;AZ;85282;www.west.edu;6;12.0;;11330.0
945915;Empire Beauty School-NW Phoenix;Phoenix;AZ;85051;www.empire.edu;6;11.0;;
107900;Yavapai College;Prescott;AZ;86301;www.YC.EDU;6;13.0;;11524.0
110100;University of Arkansas at Little Rock;Little Rock;AR;72204;ualr.edu/www/;5;12.0;0.7463;21377.0
110900;University of Arkansas for Medical Sciences;Little Rock;AR;72205-7199;www.uams.edu;5;12.0;;
108700;Arkansas Baptist College;Little Rock;AR;72202-6068;www.arkansasbaptist.edu;5;12.0;;22512.0
3005100;Arkansas Beauty School-Little Rock;Little Rock;AR;72209;arkbeautyschool.com;5;12.0;;
3997300;Arkansas Beauty College;Russellville;AR;72801;www.arkansasbeautycollegersvlar.com/;5;33.0;;
108800;Lyon College;Batesville;AR;72501;www.lyon.edu;5;33.0;0.6418;36824.0
3023400;Arkansas College of Barbering and Hair Design;North Little Rock;AR;72114;www.arkansascollegeofbarbering.com;5;13.0;;
2363500;Arthur's Beauty College Inc-Fort Smith;Fort Smith;AR;72901-3342;www.arthursbeautycollege.com;5;13.0;;
110800;University of Arkansas;Fayetteville;AR;72701;https://www.uark.edu;5;13.0;0.6596;22122.0
108600;University of Arkansas at Pine Bluff;Pine Bluff;AR;71601;www.uapb.edu;5;13.0;0.4669;16264.0
109100;Arkansas State University-Beebe;Beebe;AR;72012-1000;www.asub.edu;5;31.0;;13260.0
109000;Arkansas State University-Main Campus;Jonesboro;AR;72401;www.astate.edu/;5;13.0;0.6602;20952.0
108900;Arkansas Tech University;Russellville;AR;72801-2222;www.atu.edu;5;33.0;0.9475;18143.0
108500;University of Arkansas at Monticello;Monticello;AR;71656;www.uamont.edu/;5;33.0;;17690.0
2538500;Arthur's Beauty College Inc-Jacksonville;Jacksonville;AR;72076;arthursbeautycollege.com;5;21.0;;
3105200;Baptist Health College Little Rock;Little Rock;AR;72210-2827;https://www.bhclr.edu;5;12.0;0.6875;21677.0
2052200;Black River Technical College;Pocahontas;AR;72455;www.blackrivertech.edu;5;41.0;;12519.0
109200;University of Central Arkansas;Conway;AR;72035-0001;www.uca.edu;5;13.0;0.8995;20702.0
109300;Central Baptist College;Conway;AR;72034;www.cbc.edu;5;13.0;0.6755;24453.0
2220900;Cossatot Community College of the University of Arkansas;De Queen;AR;71832;www.cccua.edu/;5;41.0;;10186.0
109500;Crowley's Ridge College;Paragould;AR;72450;www.crc.edu/;5;41.0;;20416.0
704400;Crowley's Ridge Technical Institute;Forrest City;AR;72335-0925;www.crti.tec.ar.us;5;32.0;;9540.0
1226000;East Arkansas Community College;Forrest City;AR;72335-2204;https://WWW.EACC.EDU;5;32.0;;10806.0
2272400;Eastern College of Health Vocations-Little Rock;Little Rock;AR;72205;www.easterncollege.edu;5;12.0;;
3124900;Imagine-Paul Mitchell Partner School;North Little Rock;AR;72117;paulmitchell.edu/littlerock;5;13.0;;
1210500;National Park College;Hot Springs;AR;71913;www.np.edu;5;23.0;;13301.0
2073500;University of Arkansas Community College-Batesville;Batesville;AR;72503-3350;www.uaccb.edu;5;33.0;;10928.0
109700;Harding University;Searcy;AR;72149-5615;www.harding.edu;5;32.0;0.7212;28754.0
109800;Henderson State University;Arkadelphia;AR;71999-0001;www.hsu.edu;5;32.0;0.7968;20913.0
109900;Hendrix College;Conway;AR;72032-3080;www.hendrix.edu;5;13.0;0.7979999999999999;58040.0
3007100;Hot Springs Beauty College;Hot Springs;AR;71901;hotspringsbeautycollege.com;5;13.0;;
2330800;Jefferson Regional Medical Center School of Nursing;Pine Bluff;AR;71603;www.jrmc.org;5;13.0;;
110000;John Brown University;Siloam Springs;AR;72761;www.jbu.edu;5;32.0;0.7579;37814.0
2341700;Career Academy of Hair Design;Springdale;AR;72764-7128;www.beautynwa.com;5;13.0;;
1074100;Academy of Salon and Spa;Fort Smith;AR;72901;www.academysalonspa.com;5;13.0;;
2348200;Arkansas State University Mid-South;West Memphis;AR;72301-3829;www.asumidsouth.edu;5;21.0;;14830.0
1286000;Arkansas Northeastern College;Blytheville;AR;72316-1109;www.anc.edu;5;41.0;;11124.0
2284200;New Tyler Barber College Inc;North Little Rock;AR;72114-4973;newtylerbarbercollege.edu;5;13.0;;
1226100;North Arkansas College;Harrison;AR;72601-5508;www.northark.edu;5;33.0;;9853.0
2073700;Northwest Technical Institute;Springdale;AR;72764;www.nwti.edu;5;13.0;;7851.0
110200;Ouachita Baptist University;Arkadelphia;AR;71998-0001;www.obu.edu;5;32.0;0.7094;35685.0
997600;College of the Ouachitas;Malvern;AR;72104-0816;www.coto.edu;5;31.0;;11662.0
2087000;Ozarka College;Melbourne;AR;72556-0010;www.ozarka.edu;5;43.0;;10866.0
109400;University of the Ozarks;Clarksville;AR;72830;https://www.ozarks.edu;5;33.0;0.8915;35426.0
524500;University of Arkansas Community College-Morrilton;Morrilton;AR;72110;www.uaccm.edu;5;32.0;0.7506;9563.0
110300;Philander Smith College;Little Rock;AR;72202-3799;https://www.philander.edu;5;12.0;;25499.0
110400;Phillips Community College of the University of Arkansas;Helena;AR;72342-0785;www.pccua.edu;5;41.0;;10419.0
570700;Southeast Arkansas College;Pine Bluff;AR;71603;www.seark.edu;5;13.0;;12380.0
2202400;Professional Cosmetology Education Center;El Dorado;AR;71730-4009;www.pcec.edu;5;33.0;;
2075300;University of Arkansas-Pulaski Technical College;North Little Rock;AR;72118-3347;www.uaptc.edu;5;13.0;;14794.0
573200;University of Arkansas Community College-Hope;Hope;AR;71801;www.uacch.edu;5;32.0;;11775.0
2111100;University of Arkansas Community College Rich Mountain;Mena;AR;71953;www.uarichmountain.edu;5;33.0;;10599.0
792100;Paul Mitchell the School-Arkansas;Fayetteville;AR;72703;https://paulmitchell.edu/arkansas/;5;13.0;;
2569600;Searcy Beauty College;Searcy;AR;72143;searcybeautycollege.com/;5;32.0;;
110500;Shorter College;N Little Rock;AR;72114;www.shortercollege.edu;5;13.0;;21444.0
110600;Williams Baptist University;Walnut Ridge;AR;72476;https://williamsbaptistuniversity.com/;5;42.0;0.6241;28274.0
2074600;South Arkansas Community College;El Dorado;AR;71731-7010;www.southark.edu;5;33.0;;11306.0
110700;Southern Arkansas University Main Campus;Magnolia;AR;71753;https://www.saumag.edu;5;33.0;0.6945;21252.0
773800;Southern Arkansas University Tech;Camden;AR;71701-1906;www.sautech.edu;5;42.0;;17339.0
3214300;Velvatex College of Beauty Culture;Little Rock;AR;72202-5452;www.velvatexcollege.com;5;12.0;;
111000;University of Arkansas-Fort Smith;Fort Smith;AR;72913-3649;uafs.edu/;5;13.0;;16554.0
753100;Academy of Art University;San Francisco;CA;94105;www.academyart.edu;8;11.0;;38666.0
3288300;Academy of Chinese Culture and Health Sciences;Oakland;CA;94612;www.acchs.edu;8;11.0;;
2342400;The Academy of Radio and TV Broadcasting;Huntington Beach;CA;92647;WWW.ARBRADIO.COM;8;21.0;;
2258600;Avalon School of Cosmetology-Alameda;Alameda;CA;94501;avalon.edu/locations/alameda-ca/;8;21.0;;
672000;College of Alameda;Alameda;CA;94501;alameda.peralta.edu/;8;21.0;;15308.0
111100;Allan Hancock College;Santa Maria;CA;93454-6399;www.hancockcollege.edu/;8;12.0;;10348.0
746501;American Academy of Dramatic Arts-Los Angeles;Los Angeles;CA;90028;www.aada.edu;8;11.0;0.7859;48240.0
112000;American Baptist Seminary of the West;Berkeley;CA;94704-3029;www.absw.edu;8;12.0;;
2222000;American Film Institute Conservatory;Los Angeles;CA;90027-1625;www.AFI.com;8;11.0;;
1307400;American Beauty College;West Covina;CA;91790;www.americanbeautycollege.com;8;21.0;;
2241800;American Career College-Los Angeles;Los Angeles;CA;90004;americancareercollege.edu;8;11.0;;
2099200;American Conservatory Theater;San Francisco;CA;94108-5834;www.act-sf.org;8;11.0;;48677.0
123200;American River College;Sacramento;CA;95841-4286;www.arc.losrios.edu/;8;21.0;;12098.0
111300;Antelope Valley College;Lancaster;CA;93536-5426;www.avc.edu;8;21.0;;9926.0
111600;Art Center College of Design;Pasadena;CA;91103;www.artcenter.edu;8;12.0;0.7036;62312.0
902200;Associated Technical College-Los Angeles;Los Angeles;CA;90017-1604;www.atcla.edu;8;11.0;;
2553500;Associated Technical College-San Diego;San Diego;CA;92101;www.atcsd.edu;8;11.0;;
111700;Azusa Pacific University;Azusa;CA;91702-7000;www.apu.edu;8;21.0;0.6012;49911.0
111800;Bakersfield College;Bakersfield;CA;93305-1299;www.bakersfieldcollege.edu/;8;11.0;;12027.0
111900;Barstow Community College;Barstow;CA;92311;www.barstow.edu;8;32.0;;14307.0
705000;Bellus Academy-Chula Vista;Chula Vista;CA;91911;www.bellusacademy.edu;8;21.0;;
3266300;Bethesda University;Anaheim;CA;92801;www.buc.edu;8;11.0;;20343.0
112200;Biola University;La Mirada;CA;90639-0001;https://www.biola.edu;8;21.0;0.7198;51154.0
2543400;Brownson Technical School;Anaheim;CA;92805;www.brownson.edu;8;11.0;;
716400;Bryan University;Tempe;AZ;85281;bryanuniversity.edu;6;12.0;;25480.0
807300;Butte College;Oroville;CA;95965-8399;www.butte.edu;8;42.0;;11717.0
2237200;Phillips Graduate University;Chatsworth;CA;91311;pgu.edu;8;11.0;;
1215400;California Institute of Integral Studies;San Francisco;CA;94103;www.ciis.edu;8;11.0;;
112400;Cabrillo College;Aptos;CA;95003;www.cabrillo.edu;8;22.0;;14270.0
112500;California Baptist University;Riverside;CA;92504-3297;www.calbaptist.edu;8;11.0;0.7708;43158.0
112700;California College of the Arts;San Francisco;CA;94107-2247;www.cca.edu;8;11.0;0.6369;61515.0
394700;University of California-Hastings College of Law;San Francisco;CA;94102-4978;www.uchastings.edu;8;11.0;;
113100;California Institute of Technology;Pasadena;CA;91125;www.caltech.edu;8;12.0;0.0774;66774.0
113300;California Lutheran University;Thousand Oaks;CA;91360-2787;www.callutheran.edu/;8;12.0;0.7275;55546.0
114300;California Polytechnic State University-San Luis Obispo;San Luis Obispo;CA;93407;calpoly.edu;8;23.0;0.3461;25960.0
1111700;Alliant International University-San Diego;San Diego;CA;92131;www.alliant.edu;8;11.0;0.8;33375.0
799300;California State University-Bakersfield;Bakersfield;CA;93311-1099;www.csub.edu;8;11.0;0.6112;16832.0
115700;California State University-Stanislaus;Turlock;CA;95382-0299;https://www.csustan.edu;8;23.0;0.7706;15732.0
114200;California State University-San Bernardino;San Bernardino;CA;92407-2397;www.csusb.edu;8;12.0;0.5713;18202.0
114400;California State Polytechnic University-Pomona;Pomona;CA;91768;www.cpp.edu;8;21.0;0.5507;21137.0
114600;California State University-Chico;Chico;CA;95929-0150;www.csuchico.edu;8;13.0;0.6778;22917.0
114100;California State University-Dominguez Hills;Carson;CA;90747-0005;https://www.csudh.edu;8;13.0;0.5368;14463.0
114700;California State University-Fresno;Fresno;CA;93740;www.fresnostate.edu/;8;11.0;0.5941;16205.0
113700;California State University-Fullerton;Fullerton;CA;92831-3599;www.fullerton.edu;8;21.0;0.4572;17529.0
113800;California State University-East Bay;Hayward;CA;94542;www.csueastbay.edu;8;12.0;0.7405;21267.0
113900;California State University-Long Beach;Long Beach;CA;90840-0115;www.csulb.edu;8;11.0;0.2799;18104.0
114000;California State University-Los Angeles;Los Angeles;CA;90032-8506;www.calstatela.edu;8;11.0;0.4645;13612.0
115300;California State University-Northridge;Northridge;CA;91330;https://www.csun.edu;8;11.0;0.5765;15960.0
115000;California State University-Sacramento;Sacramento;CA;95819-2694;www.csus.edu;8;11.0;0.6776;18989.0
131200;University of California-Berkeley;Berkeley;CA;94720;www.berkeley.edu;8;12.0;0.1711;36172.0
131300;University of California-Davis;Davis;CA;95616-8678;www.ucdavis.edu;8;23.0;0.4336;34435.0
131400;University of California-Irvine;Irvine;CA;92697;www.uci.edu/;8;11.0;0.3651;31976.0
131500;University of California-Los Angeles;Los Angeles;CA;90095-1405;www.ucla.edu/;8;11.0;0.161;33751.0
131600;University of California-Riverside;Riverside;CA;92521;WWW.UCR.EDU;8;11.0;0.5723;32308.0
131700;University of California-San Diego;La Jolla;CA;92093;www.ucsd.edu;8;11.0;0.3399;31794.0
131900;University of California-San Francisco;San Francisco;CA;94143-0244;www.ucsf.edu;8;11.0;;
132000;University of California-Santa Barbara;Santa Barbara;CA;93106;www.ucsb.edu;8;22.0;0.3281;34990.0
132100;University of California-Santa Cruz;Santa Cruz;CA;95064-1011;www.ucsc.edu/;8;13.0;0.5094;35315.0
2267600;Sofia University;Palo Alto;CA;94303;www.sofia.edu;8;13.0;;
2065700;California Beauty School;Modesto;CA;95354;www.calbeautycollege.edu;8;12.0;;
884400;California Christian College;Fresno;CA;93727;www.calchristiancollege.edu;8;11.0;1.0;25890.0
1186500;California Hair Design Academy;La Mesa;CA;91942-5055;https://chdaschools.com;8;21.0;;
113200;California Institute of the Arts;Valencia;CA;91355-2397;www.calarts.edu;8;21.0;0.2406;66475.0
113400;California State University Maritime Academy;Vallejo;CA;94590-8181;https://www.csum.edu;8;12.0;0.6635;22301.0
1310300;California Western School of Law;San Diego;CA;92101-3046;https://www.cwsl.edu;8;11.0;;
697300;Canada College;Redwood City;CA;94061-1099;canadacollege.edu;8;21.0;;8911.0
890300;College of the Canyons;Santa Clarita;CA;91355-1899;www.canyons.edu;8;21.0;;11293.0
2125000;Career Academy of Beauty;Garden Grove;CA;92845;CAofB.com;8;21.0;;
673100;Casa Loma College-Van Nuys;Van Nuys;CA;91405;www.casalomacollege.edu;8;11.0;0.8448;
2332809;CET-San Diego;San Diego;CA;92102;https://www.cetweb.edu;8;11.0;;
2332800;CET-San Jose;San Jose;CA;95110;https://cetweb.edu;8;11.0;;
2332810;CET-El Centro;El Centro;CA;92243;https://cetweb.edu;8;13.0;;
2332814;CET-Colton;Colton;CA;92324;https://cetweb.edu;8;21.0;;
2332819;CET-Watsonville;Watsonville;CA;95076;https://www.cetweb.edu;8;13.0;;
2332813;CET-Salinas;Salinas;CA;93906;https://cetweb.edu;8;12.0;;
116100;Cerritos College;Norwalk;CA;90650-6298;www.cerritos.edu;8;21.0;;14874.0
1011100;Cerro Coso Community College;Ridgecrest;CA;93555-9571;cerrocoso.edu;8;41.0;;14137.0
116200;Chabot College;Hayward;CA;94545;www.chabotcollege.edu;8;12.0;;11777.0
116300;Chaffey College;Rancho Cucamonga;CA;91737-3002;www.chaffey.edu;8;21.0;;15463.0
116400;Chapman University;Orange;CA;92866;https://www.chapman.edu;8;12.0;0.5724;66430.0
1036500;Charles R Drew University of Medicine and Science;Los Angeles;CA;90059;www.cdrewu.edu;8;21.0;0.9016;
2070500;Concordia University-Irvine;Irvine;CA;92612-3203;www.cui.edu;8;11.0;0.5845;46935.0
1203100;San Diego Christian College;Santee;CA;92071;sdcc.edu;8;21.0;0.6235;43515.0
116500;Church Divinity School of the Pacific;Berkeley;CA;94709-1211;www.cdsp.edu;8;12.0;;
116600;Citrus College;Glendora;CA;91741-1899;www.citruscollege.edu;8;21.0;;9307.0
2178700;Citrus Heights Beauty College;Citrus Heights;CA;95610-1410;chbeautycollege.com;8;21.0;;
450200;City College of San Francisco;San Francisco;CA;94112-1898;www.ccsf.edu;8;11.0;;10324.0
116900;Claremont Graduate University;Claremont;CA;91711-6160;www.cgu.edu;8;21.0;;
117000;Claremont McKenna College;Claremont;CA;91711-6400;www.cmc.edu;8;21.0;0.1036;69385.0
2497300;Milan Institute-Visalia;Visalia;CA;93277;www.milaninstitute.edu;8;12.0;;
2309500;Clovis Adult Education;Clovis;CA;93611;clovisadult.cusd.com;8;21.0;;
2063500;Coastline Community College;Fountain Valley;CA;92708-2597;www.coastline.edu;8;13.0;;15144.0
117700;Cogswell College;San Jose;CA;95134;www.cogswell.edu;8;11.0;0.6404;32122.0
729600;Coleman University;San Diego;CA;92123-1506;www.coleman.edu;8;11.0;;34460.0
3577300;Coba Academy;Anaheim;CA;92801;www.coba.edu;8;11.0;;
2482700;Western University of Health Sciences;Pomona;CA;91766-1854;www.westernu.edu;8;21.0;;
770700;Columbia College;Sonora;CA;95370;www.gocolumbia.edu/;8;41.0;;11775.0
2110200;Columbia College Hollywood;Tarzana;CA;91356-1411;https://www.columbiacollege.edu;8;11.0;0.4953;30863.0
